0.000000000000000000e+00,6.901719874766614282e+01,0.000000000000000000e+00
1.027225211262702942e+00,7.222810303038130542e+01,1.759853236174440561e+00
2.054450422525405884e+00,7.517834743298173805e+01,1.672246388902514758e+00
3.081675633788108826e+00,7.520422815316237575e+01,-1.708525583245550650e-01
4.108900845050811768e+00,7.241209404948318706e+01,-1.834593775502810553e+00
5.136126056313514709e+00,6.927592580052160542e+01,-1.572413728389542520e+00
6.163351267576217651e+00,6.657348887890105971e+01,3.404560115628663675e-01
7.190576478838920593e+00,6.692491863031395383e+01,1.895921577915538281e+00
8.217801690101623535e+00,7.188495812584783096e+01,1.461085132404069897e+00
9.245026901364326477e+00,7.207287871675814017e+01,-5.075703868508332217e-01
1.027225211262702942e+01,6.700167918042576787e+01,-1.943388275119674713e+00
1.129947732388973236e+01,6.467745728382078596e+01,-1.339074525635624680e+00
1.232670253515243530e+01,6.202907938451618008e+01,6.709739090028614683e-01
1.335392774641513824e+01,6.001815868458049863e+01,1.976646837527331835e+00
1.438115295767784119e+01,6.442546602931959399e+01,1.207273929081638775e+00
1.540837816894054413e+01,6.460199644822588994e+01,-8.294719329247710604e-01
1.643560338020324707e+01,6.453874198068594126e+01,-1.995454111393130114e+00
1.746282859146595001e+01,5.983234178709418671e+01,-1.066646938471321304e+00
1.849005380272865295e+01,5.995571546399415297e+01,9.819056776782930651e-01
1.951727901399135590e+01,6.215233924952859468e+01,1.999672596514118439e+00
2.054450422525405884e+01,6.948785003375566305e+01,9.182216794058077891e-01
2.157172943651676178e+01,7.221347054926066278e+01,-1.127160698342301259e+00
2.259895464777946472e+01,6.674810384832059640e+01,-1.989271451495397525e+00
2.362617985904216766e+01,6.446444645386709738e+01,-7.630832907196932746e-01
2.465340507030487061e+01,6.431469081913252239e+01,1.264175033732882536e+00
2.568063028156757355e+01,6.442856689342868037e+01,1.964326719231923812e+00
2.670785549283027649e+01,6.919008325357877709e+01,6.023659910180649835e-01
2.773508070409297943e+01,7.247549046430602004e+01,-1.391946970414166040e+00
2.876230591535568237e+01,7.494950120677701477e+01,-1.925020770957997840e+00
2.978953112661838531e+01,7.205358446613949752e+01,-4.372447863908129895e-01
3.081675633788108826e+01,6.682410421722899230e+01,1.509542366237206945e+00
3.184398154914379120e+01,6.200759047600509177e+01,1.871640972929006663e+00
3.287120676040649414e+01,6.222212112505977899e+01,2.689268799291172352e-01
