0.000000000000000000e+00,7.362354659327080242e+01,0.000000000000000000e+00
9.668679377611946180e-01,6.410479370471544769e+01,1.448576264721575413e+00
1.933735875522389236e+00,5.997597702946436016e+01,1.997579213588693170e+00
2.900603813283583854e+00,6.193604786381160920e+01,1.306075189773010514e+00
3.867471751044778472e+00,6.665039812807633268e+01,-1.965082489364211593e-01
4.834339688805973090e+00,7.187298903590817645e+01,-1.577059053677169587e+00
5.801207626567167708e+00,7.818537575907079429e+01,-1.978248069353023553e+00
6.768075564328362326e+00,8.166630808007546705e+01,-1.150934852409027487e+00
7.734943502089556944e+00,7.535695388808488815e+01,3.911148314568886342e-01
8.701811439850750673e+00,6.924157847470461036e+01,1.690280192017149519e+00
9.668679377611946180e+00,6.422428586157511177e+01,1.939772853882303361e+00
1.063554731537314169e+01,6.423927010854332309e+01,9.846565899573002101e-01
1.160241525313433542e+01,6.907875049100167075e+01,-5.819364841141618783e-01
1.256928319089552915e+01,7.474952081972574547e+01,-1.787144006468143864e+00
1.353615112865672465e+01,7.835648871052764264e+01,-1.882525902818946273e+00
1.450301906641792016e+01,8.200625071486318518e+01,-8.088495246257799698e-01
1.546988700417911389e+01,8.204255640994962562e+01,7.671265713076610426e-01
1.643675494194030762e+01,7.509825717468510220e+01,1.866713118249059056e+00
1.740362287970150135e+01,6.714005279252388902e+01,1.807061211248870647e+00
1.837049081746269863e+01,6.455913952013594326e+01,6.252149915677628345e-01
1.933735875522389236e+01,6.228876039648660168e+01,-9.448929557032479387e-01
2.030422669298508609e+01,6.690116709670937212e+01,-1.928217514353111062e+00
2.127109463074628337e+01,7.232394086903143204e+01,-1.714109072532909117e+00
2.223796256850747710e+01,7.851041925343761818e+01,-4.355300745759842496e-01
2.320483050626867083e+01,8.179961716497304280e+01,1.113515341257778513e+00
2.417169844402986456e+01,7.832407833334059433e+01,1.971061999183486568e+00
2.513856638179105829e+01,7.205001564635179534e+01,1.604569011049544969e+00
2.610543431955225557e+01,6.453796408303570331e+01,2.416304087355425345e-01
2.707230225731344930e+01,6.479859535973307061e+01,-1.271361921014949825e+00
2.803917019507464303e+01,6.938537024354252480e+01,-1.994831954431023791e+00
2.900603813283584032e+01,7.493452637064055466e+01,-1.479501077240664930e+00
2.997290607059703405e+01,8.190677546854414004e+01,-4.539241645916786833e-02
3.093977400835822777e+01,8.196623941826557314e+01,1.416905168566974016e+00
3.190664194611942150e+01,8.213287172025934524e+01,1.999297351453932947e+00
3.287350988388061523e+01,7.870264509162076649e+01,1.340115589200947310e+00
